ID,Gardiner,Subcorpus,Tokens,Docs,Source
O42B-all,O42B,all,8,5,aes
O42B-bbawgraeberspzt,O42B,bbawgraeberspzt,3,3,aes
O42B-bbawhistbiospzt,O42B,bbawhistbiospzt,4,1,aes
O42B-sawlit,O42B,sawlit,1,1,aes
O42C-all,O42C,all,1,1,aes
O42C-sawlit,O42C,sawlit,1,1,aes
O43-all,O43,all,10,6,aes
O43-bbawgrabinschriften,O43,bbawgrabinschriften,2,2,aes
O43-sawlit,O43,sawlit,8,4,aes
O43B-all,O43B,all,1,1,aes
O43B-bbawamarna,O43B,bbawamarna,1,1,aes
O44-all,O44,all,130,54,aes
O44-bbawamarna,O44,bbawamarna,2,2,aes
O44-bbawgrabinschriften,O44,bbawgrabinschriften,5,5,aes
O44-bbawtempelbib,O44,bbawtempelbib,6,2,aes
O44-bbawtotenlit,O44,bbawtotenlit,3,3,aes
O44-sawlit,O44,sawlit,109,38,aes
O44-smaek,O44,smaek,2,2,aes
O44-tuebingerstelen,O44,tuebingerstelen,3,2,aes
O44A-all,O44A,all,6,2,aes
O44A-sawlit,O44A,sawlit,6,2,aes
O44B-all,O44B,all,1,1,aes
O44B-bbawhistbiospzt,O44B,bbawhistbiospzt,1,1,aes
O45-all,O45,all,56,35,aes
O45-bbawamarna,O45,bbawamarna,20,16,aes
O45-bbawgrabinschriften,O45,bbawgrabinschriften,3,3,aes
O45-bbawgraeberspzt,O45,bbawgraeberspzt,2,2,aes
O45-bbawhistbiospzt,O45,bbawhistbiospzt,8,2,aes
O45-bbawtempelbib,O45,bbawtempelbib,1,1,aes
O45-bbawtotenlit,O45,bbawtotenlit,13,5,aes
O45-sawlit,O45,sawlit,5,4,aes
O45-tuebingerstelen,O45,tuebingerstelen,4,2,aes
O46-all,O46,all,2,2,aes
O46-bbawgrabinschriften,O46,bbawgrabinschriften,1,1,aes
O46-bbawhistbiospzt,O46,bbawhistbiospzt,1,1,aes
O46B-all,O46B,all,2,2,aes
O46B-bbawgrabinschriften,O46B,bbawgrabinschriften,2,2,aes
O47-all,O47,all,13,11,aes
O47-bbawgrabinschriften,O47,bbawgrabinschriften,1,1,aes
O47-bbawtempelbib,O47,bbawtempelbib,1,1,aes
O47-bbawtotenlit,O47,bbawtotenlit,1,1,aes
O47-sawlit,O47,sawlit,10,8,aes
O48-all,O48,all,94,25,aes
O48-bbawamarna,O48,bbawamarna,5,5,aes
O48-bbawgrabinschriften,O48,bbawgrabinschriften,3,3,aes
O48-bbawtempelbib,O48,bbawtempelbib,22,3,aes
O48-bbawtotenlit,O48,bbawtotenlit,56,7,aes
O48-sawlit,O48,sawlit,6,5,aes
O48-smaek,O48,smaek,2,2,aes
O48A-all,O48A,all,10,2,aes
O48A-bbawamarna,O48A,bbawamarna,2,1,aes
O48A-bbawhistbiospzt,O48A,bbawhistbiospzt,8,1,aes
O48B-all,O48B,all,3,2,aes
O48B-sawlit,O48B,sawlit,1,1,aes
O48B-tuebingerstelen,O48B,tuebingerstelen,2,1,aes
O49-all,O49,all,2666,489,aes
O49-bbawamarna,O49,bbawamarna,76,45,aes
O49-bbawgrabinschriften,O49,bbawgrabinschriften,335,141,aes
O49-bbawgraeberspzt,O49,bbawgraeberspzt,58,26,aes
O49-bbawhistbiospzt,O49,bbawhistbiospzt,187,22,aes
O49-bbawpyramidentexte,O49,bbawpyramidentexte,2,2,aes
O49-bbawtempelbib,O49,bbawtempelbib,338,10,aes
O49-bbawtotenlit,O49,bbawtotenlit,714,18,aes
O49-sawlit,O49,sawlit,866,194,aes
O49-sawmedizin,O49,sawmedizin,71,21,aes
O49-smaek,O49,smaek,2,1,aes
O49-tuebingerstelen,O49,tuebingerstelen,17,9,aes
O4A-all,O4A,all,1,1,aes
O4A-smaek,O4A,smaek,1,1,aes
O5-all,O5,all,14,9,aes
O5-bbawtempelbib,O5,bbawtempelbib,4,2,aes
O5-bbawtotenlit,O5,bbawtotenlit,1,1,aes
O5-sawlit,O5,sawlit,9,6,aes
O50-all,O50,all,936,243,aes
O50-bbawamarna,O50,bbawamarna,49,23,aes
O50-bbawgrabinschriften,O50,bbawgrabinschriften,20,19,aes
O50-bbawgraeberspzt,O50,bbawgraeberspzt,8,6,aes
O50-bbawhistbiospzt,O50,bbawhistbiospzt,39,8,aes
O50-bbawtempelbib,O50,bbawtempelbib,65,8,aes
O50-bbawtotenlit,O50,bbawtotenlit,249,15,aes
O50-sawlit,O50,sawlit,314,115,aes
O50-sawmedizin,O50,sawmedizin,190,47,aes
O50-tuebingerstelen,O50,tuebingerstelen,2,2,aes
O51-all,O51,all,48,32,aes
O51-bbawgrabinschriften,O51,bbawgrabinschriften,38,23,aes
O51-sawlit,O51,sawlit,9,8,aes
O51-tuebingerstelen,O51,tuebingerstelen,1,1,aes
O51A-all,O51A,all,1,1,aes
O51A-bbawtempelbib,O51A,bbawtempelbib,1,1,aes
O51B-all,O51B,all,3,3,aes
O51B-bbawamarna,O51B,bbawamarna,1,1,aes
O51B-bbawgrabinschriften,O51B,bbawgrabinschriften,1,1,aes
O51B-bbawtotenlit,O51B,bbawtotenlit,1,1,aes
O53-all,O53,all,14,6,aes
O53-bbawamarna,O53,bbawamarna,1,1,aes
O53-sawlit,O53,sawlit,13,5,aes
O54-all,O54,all,6,3,aes
O54-sawlit,O54,sawlit,3,2,aes
O54-tuebingerstelen,O54,tuebingerstelen,3,1,aes
O5U-all,O5U,all,2,1,aes
O5U-bbawtempelbib,O5U,bbawtempelbib,2,1,aes
O6-all,O6,all,544,153,aes
O6-bbawamarna,O6,bbawamarna,22,21,aes
O6-bbawgrabinschriften,O6,bbawgrabinschriften,37,16,aes
O6-bbawhistbiospzt,O6,bbawhistbiospzt,33,10,aes
O6-bbawtempelbib,O6,bbawtempelbib,54,7,aes
O6-bbawtotenlit,O6,bbawtotenlit,240,17,aes
O6-sawlit,O6,sawlit,125,67,aes
O6-sawmedizin,O6,sawmedizin,30,13,aes
O6-smaek,O6,smaek,2,1,aes
O6-tuebingerstelen,O6,tuebingerstelen,1,1,aes
O62-all,O62,all,1,1,aes
O62-sawlit,O62,sawlit,1,1,aes
O64-all,O64,all,7,4,aes
O64-sawlit,O64,sawlit,7,4,aes
O7-all,O7,all,53,41,aes
O7-bbawamarna,O7,bbawamarna,11,11,aes
O7-bbawgrabinschriften,O7,bbawgrabinschriften,17,17,aes
O7-bbawgraeberspzt,O7,bbawgraeberspzt,1,1,aes
O7-bbawhistbiospzt,O7,bbawhistbiospzt,3,2,aes
O7-sawlit,O7,sawlit,20,9,aes
O7-tuebingerstelen,O7,tuebingerstelen,1,1,aes
O70-all,O70,all,147,132,aes
O70-bbawamarna,O70,bbawamarna,1,1,aes
O70-bbawgrabinschriften,O70,bbawgrabinschriften,64,63,aes
O70-bbawtotenlit,O70,bbawtotenlit,5,4,aes
O70-sawlit,O70,sawlit,60,49,aes
O70-sawmedizin,O70,sawmedizin,3,2,aes
O70-tuebingerstelen,O70,tuebingerstelen,14,13,aes
O73-all,O73,all,2,1,aes
O73-bbawgrabinschriften,O73,bbawgrabinschriften,2,1,aes
O8-all,O8,all,34,28,aes
O8-bbawamarna,O8,bbawamarna,1,1,aes
O8-bbawgrabinschriften,O8,bbawgrabinschriften,23,19,aes
O8-bbawtempelbib,O8,bbawtempelbib,2,2,aes
O8-bbawtotenlit,O8,bbawtotenlit,7,5,aes
O8-sawlit,O8,sawlit,1,1,aes
O84-all,O84,all,13,9,aes
O84-bbawgrabinschriften,O84,bbawgrabinschriften,8,7,aes
O84-bbawhistbiospzt,O84,bbawhistbiospzt,4,1,aes
O84-sawlit,O84,sawlit,1,1,aes
O88-all,O88,all,2,2,aes
O88-sawlit,O88,sawlit,2,2,aes
O9-all,O9,all,82,17,aes
O9-bbawgraeberspzt,O9,bbawgraeberspzt,1,1,aes
O9-bbawtempelbib,O9,bbawtempelbib,30,6,aes
O9-bbawtotenlit,O9,bbawtotenlit,48,8,aes
O9-sawlit,O9,sawlit,1,1,aes
O9-sawmedizin,O9,sawmedizin,2,1,aes
O90-all,O90,all,4,4,aes
O90-bbawgrabinschriften,O90,bbawgrabinschriften,1,1,aes
O90-sawlit,O90,sawlit,2,2,aes
O90-sawmedizin,O90,sawmedizin,1,1,aes
O90A-all,O90A,all,24,20,aes
O90A-bbawgrabinschriften,O90A,bbawgrabinschriften,18,16,aes
O90A-bbawtempelbib,O90A,bbawtempelbib,2,1,aes
O90A-bbawtotenlit,O90A,bbawtotenlit,4,3,aes
O91-all,O91,all,2,2,aes
O91-sawlit,O91,sawlit,2,2,aes
O9B-all,O9B,all,2,2,aes
O9B-tuebingerstelen,O9B,tuebingerstelen,2,2,aes
O9F-all,O9F,all,1,1,aes
O9F-sawlit,O9F,sawlit,1,1,aes
P1-all,P1,all,533,131,aes
P1-bbawamarna,P1,bbawamarna,20,10,aes
P1-bbawgrabinschriften,P1,bbawgrabinschriften,3,2,aes
P1-bbawgraeberspzt,P1,bbawgraeberspzt,14,7,aes
P1-bbawhistbiospzt,P1,bbawhistbiospzt,34,3,aes
P1-bbawtempelbib,P1,bbawtempelbib,34,7,aes
P1-bbawtotenlit,P1,bbawtotenlit,110,15,aes
P1-sawlit,P1,sawlit,279,71,aes
P1-sawmedizin,P1,sawmedizin,38,15,aes
P1-tuebingerstelen,P1,tuebingerstelen,1,1,aes
P10-all,P10,all,24,16,aes
P10-bbawhistbiospzt,P10,bbawhistbiospzt,1,1,aes
P10-sawlit,P10,sawlit,21,13,aes
P10-sawmedizin,P10,sawmedizin,1,1,aes
P10-smaek,P10,smaek,1,1,aes
P104A-all,P104A,all,1,1,aes
P104A-sawlit,P104A,sawlit,1,1,aes
P106-all,P106,all,1,1,aes
P106-sawlit,P106,sawlit,1,1,aes
P10B-all,P10B,all,2,1,aes
P10B-bbawtempelbib,P10B,bbawtempelbib,2,1,aes
P11-all,P11,all,35,24,aes
P11-bbawamarna,P11,bbawamarna,2,2,aes
P11-bbawgraeberspzt,P11,bbawgraeberspzt,1,1,aes
P11-bbawhistbiospzt,P11,bbawhistbiospzt,8,1,aes
P11-bbawtempelbib,P11,bbawtempelbib,5,3,aes
P11-bbawtotenlit,P11,bbawtotenlit,8,6,aes
P11-sawlit,P11,sawlit,11,11,aes
P111-all,P111,all,1,1,aes
P111-sawlit,P111,sawlit,1,1,aes
P112-all,P112,all,1,1,aes
P112-sawlit,P112,sawlit,1,1,aes
P13-all,P13,all,1,1,aes
P13-bbawgrabinschriften,P13,bbawgrabinschriften,1,1,aes
P17-all,P17,all,6,2,aes
P17-bbawgrabinschriften,P17,bbawgrabinschriften,6,2,aes
P19-all,P19,all,1,1,aes
P19-sawlit,P19,sawlit,1,1,aes
P1A-all,P1A,all,21,17,aes
P1A-bbawgraeberspzt,P1A,bbawgraeberspzt,3,3,aes
P1A-bbawhistbiospzt,P1A,bbawhistbiospzt,1,1,aes
P1A-bbawtempelbib,P1A,bbawtempelbib,6,3,aes
P1A-sawlit,P1A,sawlit,6,5,aes
P1A-sawmedizin,P1A,sawmedizin,5,5,aes
P1C-all,P1C,all,4,4,aes
P1C-sawlit,P1C,sawlit,4,4,aes
P2-all,P2,all,8,1,aes
P2-sawlit,P2,sawlit,8,1,aes
P20-all,P20,all,5,4,aes
P20-bbawgrabinschriften,P20,bbawgrabinschriften,1,1,aes
P20-bbawhistbiospzt,P20,bbawhistbiospzt,1,1,aes
P20-sawlit,P20,sawlit,3,2,aes
P23A-all,P23A,all,2,1,aes
P23A-bbawgrabinschriften,P23A,bbawgrabinschriften,2,1,aes
P26-all,P26,all,10,2,aes
P26-sawlit,P26,sawlit,9,1,aes
P26-tuebingerstelen,P26,tuebingerstelen,1,1,aes
P27-all,P27,all,1,1,aes
P27-sawlit,P27,sawlit,1,1,aes
P27A-all,P27A,all,6,5,aes
P27A-bbawtotenlit,P27A,bbawtotenlit,1,1,aes
P27A-sawlit,P27A,sawlit,5,4,aes
P28-all,P28,all,1,1,aes
P28-sawlit,P28,sawlit,1,1,aes
P29-all,P29,all,4,4,aes
P29-sawlit,P29,sawlit,4,4,aes
P2A-all,P2A,all,9,6,aes
P2A-bbawhistbiospzt,P2A,bbawhistbiospzt,4,1,aes
P2A-sawlit,P2A,sawlit,4,4,aes
P2A-tuebingerstelen,P2A,tuebingerstelen,1,1,aes
P2E-all,P2E,all,3,1,aes
P2E-bbawhistbiospzt,P2E,bbawhistbiospzt,3,1,aes
P2F-all,P2F,all,1,1,aes
P2F-bbawtotenlit,P2F,bbawtotenlit,1,1,aes
P3-all,P3,all,21,16,aes
P3-bbawamarna,P3,bbawamarna,5,4,aes
P3-bbawgrabinschriften,P3,bbawgrabinschriften,2,1,aes
P3-bbawhistbiospzt,P3,bbawhistbiospzt,1,1,aes
P3-bbawtotenlit,P3,bbawtotenlit,2,2,aes
P3-sawlit,P3,sawlit,9,6,aes
P3-sawmedizin,P3,sawmedizin,1,1,aes
P3-smaek,P3,smaek,1,1,aes
P30-all,P30,all,52,30,aes
P30-bbawamarna,P30,bbawamarna,1,1,aes
P30-bbawgrabinschriften,P30,bbawgrabinschriften,40,25,aes
P30-sawlit,P30,sawlit,11,4,aes
P30A-all,P30A,all,6,5,aes
P30A-bbawgrabinschriften,P30A,bbawgrabinschriften,5,4,aes
P30A-sawlit,P30A,sawlit,1,1,aes
P34-all,P34,all,7,5,aes
P34-bbawgrabinschriften,P34,bbawgrabinschriften,3,2,aes
P34-bbawhistbiospzt,P34,bbawhistbiospzt,1,1,aes
P34-sawlit,P34,sawlit,3,2,aes
P35-all,P35,all,1,1,aes
P35-sawlit,P35,sawlit,1,1,aes
P36-all,P36,all,2,2,aes
P36-bbawamarna,P36,bbawamarna,1,1,aes
P36-smaek,P36,smaek,1,1,aes
P36B-all,P36B,all,1,1,aes
P36B-sawlit,P36B,sawlit,1,1,aes
P4-all,P4,all,75,49,aes
P4-bbawgrabinschriften,P4,bbawgrabinschriften,8,7,aes
P4-bbawgraeberspzt,P4,bbawgraeberspzt,1,1,aes
P4-bbawtempelbib,P4,bbawtempelbib,3,3,aes
P4-sawlit,P4,sawlit,32,22,aes
P4-sawmedizin,P4,sawmedizin,31,16,aes
P47A-all,P47A,all,1,1,aes
P47A-sawlit,P47A,sawlit,1,1,aes
P4A-all,P4A,all,7,5,aes
P4A-bbawgraeberspzt,P4A,bbawgraeberspzt,7,5,aes
P4B-all,P4B,all,2,2,aes
P4B-bbawgraeberspzt,P4B,bbawgraeberspzt,1,1,aes
P4B-bbawhistbiospzt,P4B,bbawhistbiospzt,1,1,aes
P5-all,P5,all,292,140,aes
P5-bbawamarna,P5,bbawamarna,36,23,aes
P5-bbawgrabinschriften,P5,bbawgrabinschriften,7,4,aes
P5-bbawgraeberspzt,P5,bbawgraeberspzt,10,8,aes
P5-bbawhistbiospzt,P5,bbawhistbiospzt,8,6,aes
P5-bbawtempelbib,P5,bbawtempelbib,19,6,aes
P5-bbawtotenlit,P5,bbawtotenlit,43,9,aes
P5-sawlit,P5,sawlit,108,54,aes
P5-sawmedizin,P5,sawmedizin,52,24,aes
P5-tuebingerstelen,P5,tuebingerstelen,9,6,aes
P5A-all,P5A,all,1,1,aes
P5A-sawlit,P5A,sawlit,1,1,aes
P5B-all,P5B,all,1,1,aes
P5B-bbawhistbiospzt,P5B,bbawhistbiospzt,1,1,aes
P5C-all,P5C,all,2,1,aes
P5C-bbawhistbiospzt,P5C,bbawhistbiospzt,2,1,aes
P5H-all,P5H,all,1,1,aes
P5H-sawlit,P5H,sawlit,1,1,aes
P5N-all,P5N,all,1,1,aes
P5N-sawmedizin,P5N,sawmedizin,1,1,aes
P6-all,P6,all,1017,295,aes
P6-bbawamarna,P6,bbawamarna,210,134,aes
P6-bbawgrabinschriften,P6,bbawgrabinschriften,2,2,aes
P6-bbawgraeberspzt,P6,bbawgraeberspzt,2,2,aes
P6-bbawhistbiospzt,P6,bbawhistbiospzt,82,7,aes
P6-bbawpyramidentexte,P6,bbawpyramidentexte,2,2,aes
P6-bbawtempelbib,P6,bbawtempelbib,71,10,aes
P6-bbawtotenlit,P6,bbawtotenlit,41,14,aes
P6-sawlit,P6,sawlit,557,98,aes
P6-sawmedizin,P6,sawmedizin,47,24,aes
P6-smaek,P6,smaek,3,2,aes
P60A-all,P60A,all,1,1,aes
P60A-bbawtotenlit,P60A,bbawtotenlit,1,1,aes
P60B-all,P60B,all,2,2,aes
P60B-sawlit,P60B,sawlit,2,2,aes
P68-all,P68,all,1,1,aes
P68-bbawgraeberspzt,P68,bbawgraeberspzt,1,1,aes
P6A-all,P6A,all,1,1,aes
P6A-bbawamarna,P6A,bbawamarna,1,1,aes
P7-all,P7,all,31,16,aes
P7-bbawamarna,P7,bbawamarna,1,1,aes
P7-bbawhistbiospzt,P7,bbawhistbiospzt,9,1,aes
P7-bbawtempelbib,P7,bbawtempelbib,1,1,aes
P7-sawlit,P7,sawlit,20,13,aes
P7B-all,P7B,all,1,1,aes
P7B-sawlit,P7B,sawlit,1,1,aes
P8-all,P8,all,895,299,aes
P8-bbawamarna,P8,bbawamarna,86,64,aes
P8-bbawgrabinschriften,P8,bbawgrabinschriften,8,7,aes
P8-bbawgraeberspzt,P8,bbawgraeberspzt,66,37,aes
P8-bbawhistbiospzt,P8,bbawhistbiospzt,6,2,aes
P8-bbawtempelbib,P8,bbawtempelbib,25,8,aes
P8-bbawtotenlit,P8,bbawtotenlit,311,18,aes
P8-sawlit,P8,sawlit,327,132,aes
P8-sawmedizin,P8,sawmedizin,27,16,aes
P8-smaek,P8,smaek,3,2,aes
P8-tuebingerstelen,P8,tuebingerstelen,36,13,aes
P81-all,P81,all,1,1,aes
P81-bbawtempelbib,P81,bbawtempelbib,1,1,aes
P8H-all,P8H,all,31,18,aes
P8H-bbawamarna,P8H,bbawamarna,27,15,aes
P8H-bbawgrabinschriften,P8H,bbawgrabinschriften,2,1,aes
P8H-bbawhistbiospzt,P8H,bbawhistbiospzt,1,1,aes
P8H-tuebingerstelen,P8H,tuebingerstelen,1,1,aes
P8h-all,P8h,all,200,65,aes
P8h-bbawhistbiospzt,P8h,bbawhistbiospzt,1,1,aes
P8h-sawlit,P8h,sawlit,114,45,aes
P8h-sawmedizin,P8h,sawmedizin,2,2,aes
P8h-smaek,P8h,smaek,1,1,aes
P8h-tuebingerstelen,P8h,tuebingerstelen,82,16,aes
P9-all,P9,all,1,1,aes
P9-sawlit,P9,sawlit,1,1,aes
P99-all,P99,all,1,1,aes
P99-sawlit,P99,sawlit,1,1,aes
Q1-all,Q1,all,2208,525,aes
Q1-bbawamarna,Q1,bbawamarna,81,49,aes
Q1-bbawgrabinschriften,Q1,bbawgrabinschriften,218,165,aes
Q1-bbawgraeberspzt,Q1,bbawgraeberspzt,59,31,aes
Q1-bbawhistbiospzt,Q1,bbawhistbiospzt,39,10,aes
Q1-bbawpyramidentexte,Q1,bbawpyramidentexte,4,2,aes
Q1-bbawtempelbib,Q1,bbawtempelbib,230,10,aes
Q1-bbawtotenlit,Q1,bbawtotenlit,757,18,aes
Q1-sawlit,Q1,sawlit,604,183,aes
Q1-sawmedizin,Q1,sawmedizin,183,40,aes
Q1-smaek,Q1,smaek,2,2,aes
Q1-tuebingerstelen,Q1,tuebingerstelen,31,15,aes
Q103-all,Q103,all,1,1,aes
Q103-bbawgraeberspzt,Q103,bbawgraeberspzt,1,1,aes
Q14-all,Q14,all,1,1,aes
Q14-sawlit,Q14,sawlit,1,1,aes
Q18-all,Q18,all,1,1,aes
Q18-bbawgrabinschriften,Q18,bbawgrabinschriften,1,1,aes
Q19-all,Q19,all,22,16,aes
Q19-bbawamarna,Q19,bbawamarna,1,1,aes
Q19-bbawgrabinschriften,Q19,bbawgrabinschriften,1,1,aes
Q19-bbawgraeberspzt,Q19,bbawgraeberspzt,1,1,aes
Q19-bbawhistbiospzt,Q19,bbawhistbiospzt,2,2,aes
Q19-bbawtempelbib,Q19,bbawtempelbib,3,3,aes
Q19-bbawtotenlit,Q19,bbawtotenlit,11,6,aes
Q19-sawlit,Q19,sawlit,1,1,aes
Q19-sawmedizin,Q19,sawmedizin,2,1,aes
Q1_-all,Q1_,all,1,1,aes
Q1_-sawlit,Q1_,sawlit,1,1,aes
Q2-all,Q2,all,70,39,aes
Q2-bbawamarna,Q2,bbawamarna,1,1,aes
Q2-bbawtempelbib,Q2,bbawtempelbib,2,1,aes
Q2-sawlit,Q2,sawlit,54,28,aes
Q2-tuebingerstelen,Q2,tuebingerstelen,13,9,aes
Q24-all,Q24,all,1,1,aes
Q24-bbawgrabinschriften,Q24,bbawgrabinschriften,1,1,aes
Q2B-all,Q2B,all,1,1,aes
Q2B-bbawamarna,Q2B,bbawamarna,1,1,aes
Q3-all,Q3,all,8882,1177,aes
Q3-bbawamarna,Q3,bbawamarna,503,164,aes
Q3-bbawgrabinschriften,Q3,bbawgrabinschriften,1040,510,aes
Q3-bbawgraeberspzt,Q3,bbawgraeberspzt,187,60,aes
Q3-bbawhistbiospzt,Q3,bbawhistbiospzt,235,25,aes
Q3-bbawpyramidentexte,Q3,bbawpyramidentexte,73,2,aes
Q3-bbawtempelbib,Q3,bbawtempelbib,561,11,aes
Q3-bbawtotenlit,Q3,bbawtotenlit,1356,18,aes
Q3-sawlit,Q3,sawlit,3191,271,aes
Q3-sawmedizin,Q3,sawmedizin,1669,93,aes
Q3-smaek,Q3,smaek,12,5,aes
Q3-tuebingerstelen,Q3,tuebingerstelen,55,18,aes
Q38-all,Q38,all,1,1,aes
Q38-bbawamarna,Q38,bbawamarna,1,1,aes
Q3_-all,Q3_,all,3,3,aes
Q3_-sawlit,Q3_,sawlit,1,1,aes
Q3_-sawmedizin,Q3_,sawmedizin,2,2,aes
Q4-all,Q4,all,5,4,aes
Q4-bbawgrabinschriften,Q4,bbawgrabinschriften,2,2,aes
Q4-sawlit,Q4,sawlit,3,2,aes
Q41-all,Q41,all,2,1,aes
Q41-bbawhistbiospzt,Q41,bbawhistbiospzt,2,1,aes
Q4A-all,Q4A,all,1,1,aes
Q4A-bbawgrabinschriften,Q4A,bbawgrabinschriften,1,1,aes
Q5-all,Q5,all,17,10,aes
Q5-bbawgrabinschriften,Q5,bbawgrabinschriften,4,2,aes
Q5-bbawhistbiospzt,Q5,bbawhistbiospzt,1,1,aes
Q5-bbawtempelbib,Q5,bbawtempelbib,1,1,aes
Q5-sawlit,Q5,sawlit,6,5,aes
Q5-sawmedizin,Q5,sawmedizin,5,1,aes
Q6-all,Q6,all,167,155,aes
Q6-bbawamarna,Q6,bbawamarna,4,4,aes
Q6-bbawgrabinschriften,Q6,bbawgrabinschriften,135,129,aes
Q6-bbawtempelbib,Q6,bbawtempelbib,5,2,aes
Q6-bbawtotenlit,Q6,bbawtotenlit,6,3,aes
Q6-sawlit,Q6,sawlit,13,13,aes
Q6-sawmedizin,Q6,sawmedizin,3,3,aes
Q6-tuebingerstelen,Q6,tuebingerstelen,1,1,aes
Q6B-all,Q6B,all,7,5,aes
Q6B-bbawamarna,Q6B,bbawamarna,3,3,aes
Q6B-bbawgraeberspzt,Q6B,bbawgraeberspzt,1,1,aes
Q6B-bbawtotenlit,Q6B,bbawtotenlit,3,1,aes
Q6E-all,Q6E,all,1,1,aes
Q6E-sawlit,Q6E,sawlit,1,1,aes
Q6G-all,Q6G,all,2,2,aes
Q6G-bbawgrabinschriften,Q6G,bbawgrabinschriften,1,1,aes
Q6G-sawlit,Q6G,sawlit,1,1,aes
Q6I-all,Q6I,all,2,2,aes
Q6I-bbawgraeberspzt,Q6I,bbawgraeberspzt,1,1,aes
Q6I-sawlit,Q6I,sawlit,1,1,aes
Q7-all,Q7,all,1196,191,aes
Q7-bbawamarna,Q7,bbawamarna,7,5,aes
Q7-bbawgrabinschriften,Q7,bbawgrabinschriften,69,46,aes
Q7-bbawgraeberspzt,Q7,bbawgraeberspzt,17,8,aes
Q7-bbawhistbiospzt,Q7,bbawhistbiospzt,7,3,aes
Q7-bbawpyramidentexte,Q7,bbawpyramidentexte,9,2,aes
Q7-bbawtempelbib,Q7,bbawtempelbib,41,9,aes
Q7-bbawtotenlit,Q7,bbawtotenlit,297,9,aes
Q7-sawlit,Q7,sawlit,101,43,aes
Q7-sawmedizin,Q7,sawmedizin,647,65,aes
Q7-tuebingerstelen,Q7,tuebingerstelen,1,1,aes
Q7A-all,Q7A,all,95,19,aes
Q7A-bbawamarna,Q7A,bbawamarna,21,7,aes
Q7A-bbawhistbiospzt,Q7A,bbawhistbiospzt,1,1,aes
Q7A-bbawtempelbib,Q7A,bbawtempelbib,47,2,aes
Q7A-bbawtotenlit,Q7A,bbawtotenlit,14,3,aes
Q7A-sawlit,Q7A,sawlit,7,4,aes
Q7A-sawmedizin,Q7A,sawmedizin,3,1,aes
Q7A-tuebingerstelen,Q7A,tuebingerstelen,2,1,aes
Q7F-all,Q7F,all,1,1,aes
Q7F-bbawgrabinschriften,Q7F,bbawgrabinschriften,1,1,aes
Q7G-all,Q7G,all,7,4,aes
Q7G-bbawtempelbib,Q7G,bbawtempelbib,3,1,aes
Q7G-sawlit,Q7G,sawlit,4,3,aes
R1-all,R1,all,16,15,aes
R1-bbawamarna,R1,bbawamarna,2,2,aes
R1-bbawgrabinschriften,R1,bbawgrabinschriften,8,7,aes
R1-bbawhistbiospzt,R1,bbawhistbiospzt,1,1,aes
R1-sawlit,R1,sawlit,5,5,aes
R10-all,R10,all,20,20,aes
R10-bbawamarna,R10,bbawamarna,1,1,aes
R10-bbawgrabinschriften,R10,bbawgrabinschriften,12,12,aes
R10-sawlit,R10,sawlit,6,6,aes
R10-sawmedizin,R10,sawmedizin,1,1,aes
R10A-all,R10A,all,2,2,aes
R10A-sawlit,R10A,sawlit,2,2,aes
R10D-all,R10D,all,9,8,aes
R10D-bbawgraeberspzt,R10D,bbawgraeberspzt,6,5,aes
R10D-sawlit,R10D,sawlit,3,3,aes
R10F-all,R10F,all,3,1,aes
R10F-sawlit,R10F,sawlit,3,1,aes
R10G-all,R10G,all,2,2,aes
R10G-bbawgraeberspzt,R10G,bbawgraeberspzt,2,2,aes
R11-all,R11,all,306,150,aes
R11-bbawamarna,R11,bbawamarna,7,4,aes
R11-bbawgrabinschriften,R11,bbawgrabinschriften,38,38,aes
R11-bbawgraeberspzt,R11,bbawgraeberspzt,2,2,aes
R11-bbawhistbiospzt,R11,bbawhistbiospzt,15,8,aes
R11-bbawtempelbib,R11,bbawtempelbib,14,4,aes
R11-bbawtotenlit,R11,bbawtotenlit,75,16,aes
R11-sawlit,R11,sawlit,147,71,aes
R11-sawmedizin,R11,sawmedizin,5,4,aes
R11-smaek,R11,smaek,1,1,aes
R11-tuebingerstelen,R11,tuebingerstelen,2,2,aes
R118-all,R118,all,59,26,aes
R118-bbawamarna,R118,bbawamarna,6,6,aes
R118-bbawtempelbib,R118,bbawtempelbib,1,1,aes
R118-bbawtotenlit,R118,bbawtotenlit,18,5,aes
R118-sawlit,R118,sawlit,34,14,aes
R12-all,R12,all,81,28,aes
R12-bbawgrabinschriften,R12,bbawgrabinschriften,1,1,aes
R12-bbawgraeberspzt,R12,bbawgraeberspzt,2,2,aes
R12-bbawhistbiospzt,R12,bbawhistbiospzt,1,1,aes
R12-bbawtempelbib,R12,bbawtempelbib,24,3,aes
R12-bbawtotenlit,R12,bbawtotenlit,28,5,aes
R12-sawlit,R12,sawlit,14,10,aes
R12-sawmedizin,R12,sawmedizin,8,3,aes
R12-tuebingerstelen,R12,tuebingerstelen,3,3,aes
R12A-all,R12A,all,2,1,aes
R12A-bbawtempelbib,R12A,bbawtempelbib,2,1,aes
R13-all,R13,all,142,130,aes
R13-bbawgrabinschriften,R13,bbawgrabinschriften,111,108,aes
R13-bbawgraeberspzt,R13,bbawgraeberspzt,1,1,aes
